请不要修改表格内容，如需操作请拷贝数据至新文档再操作，谢谢！
部门,报告人,报告时间,项目,负责人,客户,项目号,面板,IC,电压,分辨率,状态,产线,项目进展概况,问题名称,项目号,比例,产线,问题类型,备注,NG数量/总投产量,发生时间,同IC项目,同面板项目,同问题项目,同产线项目,IC问题点,面板问题点,其它问题点,产线问题点,时程点,事件,
RD-EE-2,林昊波,2019-01-17,GC1_5.65,林昊波,仁宝代工卡特,TL057FDXP03,NMOS,ILI7807D,VGH:10V VGL:-7V,1080*2160,评估,——,评估中 MIPI PIN定义等待客户反馈修改结果,GC1_5.65-EMI近场测试failed,TL057FDXP03,100%,G5.5,EMI,备注,5pcs/5pcs,2019-01-17,GA1_5.65  CG1——6.9,GA1_5.65,同问题,通产线,EMI@ILI7807D,同玻璃问题点,同类型问题点,同产线问题点,1月4日,Design Fix ,1月7日,MOD KO ,1月9日,FPC发包 LENS发包 ,1月24日,ES1 316T：93pcs 315E：64pcs  ,请不要修改表格内容，如需操作请拷贝数据至新文档再操作，谢谢！
部门,报告人,报告时间,项目,负责人,客户,项目号,面板,IC,电压,分辨率,状态,产线,项目进展概况,问题名称,项目号,比例,产线,问题类型,备注,NG数量/总投产量,发生时间,同IC项目,同面板项目,同问题项目,同产线项目,IC问题点,面板问题点,其它问题点,产线问题点,时程点,事件,
